name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	normcode	ubercode	ultracode	PermStoreItem	multibuy	Nameable	*eol
Sacred Orb of Brand	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr41	sr41	sr41	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror41Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr41						0
Sacred Orb of Ice	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr42	sr42	sr42	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror42Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr42						0
Sacred Orb of Faith	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr43	sr43	sr43	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror43Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr43						0
Sacred Orb of Famine	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr44	sr44	sr44	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror44Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr44						0
Sacred Orb of Fury	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr45	sr45	sr45	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror45Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr45						0
Sacred Orb of Infinity	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr46	sr46	sr46	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror46Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr46						0
Sacred Orb of Eternity	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr47	sr47	sr47	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror47Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr47						0
Sacred Orb of Beast	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr48	sr48	sr48	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror48Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr48						0
Sacred Orb of Wrath	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr49	sr49	sr49	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror49Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr49						0
Sacred Orb of Wind	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr50	sr50	sr50	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror50Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr50						0
Sacred Orb of Grief	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr51	sr51	sr51	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror51Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr51						0
Sacred Orb of Fortitude (weapon)	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr52	sr52	sr52	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror52Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr52						0
Sacred Orb of Arms	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr53	sr53	sr53	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror53Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr53						0
Sacred Orb of Chaos	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr54	sr54	sr54	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror54Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr54						0
Sacred Orb of Death	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr55	sr55	sr55	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror55Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr55						0
Sacred Orb of Oak	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr56	sr56	sr56	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror56Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr56						0
Sacred Orb of Kingslayer	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr57	sr57	sr57	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror57Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr57						0
Sacred Orb of Rift	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr58	sr58	sr58	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror58Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr58						0
Sacred Orb of Oath	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr59	sr59	sr59	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror59Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr59						0
Sacred Orb of Venom	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr60	sr60	sr60	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror60Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr60						0
Sacred Orb of Crescent Moon	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr61	sr61	sr61	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror61Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr61						0
Sacred Orb of Loyalty	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr62	sr62	sr62	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror62Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr62						0
Sacred Orb of Winter	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr63	sr63	sr63	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror63Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr63						0
Sacred Orb of Passion	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr64	sr64	sr64	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror64Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr64						0
Sacred Orb of Obedience	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr65	sr65	sr65	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror65Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr65						0
Sacred Orb of Unbending Will	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr66	sr66	sr66	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror66Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr66						0
Sacred Orb of Melody	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr67	sr67	sr67	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror67Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr67						0
Sacred Orb of Harmony	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr68	sr68	sr68	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror68Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr68						0
Sacred Orb of Insight	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr69	sr69	sr69	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror69Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr69						0
Sacred Orb of Purity	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr70	sr70	sr70	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror70Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr70						0
Sacred Orb of Spirit (weapon)	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr71	sr71	sr71	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror71Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr71						0
Sacred Orb of Zephyr	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr72	sr72	sr72	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror72Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr72						0
Sacred Orb of Treachery	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr73	sr73	sr73	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror73Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr73						0
Sacred Orb of White	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr74	sr74	sr74	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror74Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr74						0
Sacred Orb of Desolation	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr75	sr75	sr75	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror75Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr75						0
Sacred Orb of Tailwind	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr76	sr76	sr76	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror76Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr76						0
Sacred Orb of Penance	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr77	sr77	sr77	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror77Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr77						0
Sacred Orb of Bastion	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr78	sr78	sr78	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror78Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr78						0
Sacred Orb of Visions	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr79	sr79	sr79	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror79Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr78						0
Sacred Orb of Scripture	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr80	sr80	sr80	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror80Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr78						0
Sacred Orb of Foresight	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr81	sr81	sr81	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror81Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr78						0
Sacred Orb of Echo	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr82	sr82	sr82	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror82Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr78						0
Sacred Orb of Tantrum	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr83	sr83	sr83	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror83Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr78						0
Cartographer's Chisel	Cartographer's Chisel		0	100	0	0	1	1	0	1	150000			ccsl	ccsl	ccsl	16	1	1	0	0	0		invccsl			0	xxx			0	0	norb		item_gem	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	ccslDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255			0	0	0	xxx	xxx			ccsl			1	1		0
Cartographer's Chisel of Avarice	Cartographer's Chisel of Avarice		0	100	0	0	1	1	0	1	250000			ccsa	ccsa	ccsa	16	1	1	0	0	0	flpnorb2	invccsa			0	xxx			0	0	norb		item_gem	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	ccsaDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			ccsa						0
Cartographer's Chisel of Procurement	Cartographer's Chisel of Procurement		0	100	0	0	1	1	0	1	250000			ccpr	ccpr	ccpr	16	1	1	0	0	0	flpnorb2	invccpr			0	xxx			0	0	norb		item_gem	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	ccprDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			ccpr						0
Ornate Charm	Ornate Charm		0	100	1	0	1	1	0	1	60000			cm4	rgd	cm4	16	3	1	0	0	0	flpchm3	invocha			0	xxx			0	0	ocha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			cm4						0
Glyph of Nemeses	Glyph of Nemeses		0	100	85	0	1	1	0	1	99999			scnm	scnm	scnm	16	1	1	0	0	0	flpnorb	invscnm			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	scnmDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			scnm						0
Glyph of Adversaries	Glyph of Adversaries		0	100	85	0	1	1	0	1	99999			scas	scas	scas	16	1	1	0	0	0	flpnorb	invscas			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	scasDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			scas						0
Glyph of Corruption	Glyph of Corruption		0	100	85	0	1	1	0	1	99999			sccn	sccn	sccn	16	1	1	0	0	0	flpnorb	invsccn			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sccnDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sccn						0
Terror of Opulence	Terror of Opulence		0	100	85	0	1	1	0	1	99999			troo	troo	troo	16	1	1	0	0	0	flpnorb	invtroo			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	trooDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			troo						0
Terror of Ethereal	Terror of Ethereal		0	100	85	0	1	1	0	1	99999			troe	troe	troe	16	1	1	0	0	0	flpnorb	invtroe			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	troeDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			troe						0
Terror of Resplendence	Terror of Resplendence		0	100	85	0	1	1	0	1	99999			tror	tror	tror	16	1	1	0	0	0	flpnorb	invtror			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	trorDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			tror						0
Desecration Orb	Desecration Orb		0	100	85	0	1	1	0	1	99999			dsno	dsno	dsno	16	1	1	0	0	0	flpnorb	invdsno			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	dsnoDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			dsno						0
Sacred Orb of Fortress	Sacred Orb of Fortress		0	100	1	0	1	1	0	1	1112065			sr84	sr84	sr84	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror84Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr78						0
Sacred Orb of Hustle	Sacred Orb of Hustle		0	100	1	0	1	1	0	1	1112065			sr85	sr85	sr85	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror85Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr78						0
